,X1,X2,Y
0,1.9628587084660163,2.439448746122032,0
1,2.1790866111236817,2.7746847746378007,0
2,0.685857537979822,0.4393046677779511,0
3,1.8665335571532218,0.223129140607087,0
4,2.0132030720844014,3.5850461445656143,1
5,1.8124208457336652,0.5443874543263942,0
6,0.2520226894511528,2.247516121456314,0
7,3.1108011735239276,0.40875759205771,0
8,3.080923140382224,0.5859763153337418,0
9,0.3380889981521653,1.7230962748632233,0
10,1.2997040533179702,2.7892096250216407,0
11,2.9253695939138025,0.8675581347676573,0
12,1.7752055197175496,1.6724312944710715,0
13,2.998248365653405,0.3513652759596222,0
14,3.947036611623357,0.8350060942760913,1
15,1.1210819879776284,2.126759306349456,0
16,0.7519589810932206,1.057074511583842,0
17,2.1732527873564536,2.6432025448854315,0
18,3.9132073143623796,2.0772774419714235,1
19,1.346570117691805,0.05476870880216689,0
20,1.0110767919807322,3.046795245319635,0
21,2.938877184487211,2.6151044996955695,1
22,3.700391805398095,2.9917842370767525,1
23,0.1257482617290111,3.0449372135123802,0
24,2.6887528090938293,3.9571669405967853,1
25,0.37737212448508695,1.0839639937080383,0
26,0.114277880839873,1.321799139267044,0
27,1.3277325369283686,3.678101902069044,1
28,0.36854686875982257,0.239833636560153,0
29,3.9250449024875382,2.6678254967145207,1
30,2.8812124653540923,2.35426023731489,0
31,3.5619988997957543,0.5660939798400673,0
32,1.7470525871531866,0.8209286058813188,0
33,2.7493938537188143,2.756776498589249,1
34,2.9615283061957274,3.46970661479459,1
35,2.7486541180640547,1.0147579913952636,0
36,0.6942293695949169,0.22762930891726896,0
37,0.4377208637706138,2.7804777237540623,0
38,2.706372174967978,1.390007780166334,0
39,3.6070383235026924,1.9348186715078932,1
40,1.6782821434835555,2.2430402626535457,0
41,0.8723493792640933,3.0577246785728693,0
42,0.07085282110738156,0.716905645670407,0
43,2.606450298027128,2.5540180031468473,0
44,0.44827944111271156,3.8477794459712062,1
45,0.4731493000857019,1.9087381579177625,0
